,lista
233,"Si algo detesto de la consulta es a los familiares groseros de los adultos mayores, la impotencia de saber que se tienen que ir con ellos"
234,"@DafneCa1 estaba pensando en preguntarte sí ibas a ir jaja :v,el jueves nos vemos allá me voy a sentir raro por que todos ya se llevan"
235,"2/2 Tipo: ""Soy anarcofeminista y siento desprecio por los hombres... pero me tomo las fotos más sugerentes posibles a ver qué agarro""."
236,"El ""In Memoriam"" de los Oscares va a estar muy cargado este año. Desde David Bowie en enero hasta Carrie Fisher en Diciembre"
237,"@maciosare75 Hi! muchisimo gusto, felices fiestas no les interesaría salir con una pareja de 26 y 28 años? somos de Xalapa pero viajamos."
238,"Sí es Shido ser fiel Yo sabía que lo era. Qué me pasó esas veces? O sea, fue desde mi primer novio en CCH..."
239,Desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aquí con sueño
240,Lo mejor de estas fechas es que con el frio vienen los suéters y con ellos solo tengo que planchar el 15% de la camisa... #NavidadGodin
241,@FelipeGNE por??? hay bueno si un café! Yo tmbn elegí que ya no salgo hoy! A que hora llegas?
242,@maferalatriste creo q el único
243,-Papá ¿Qué sale de cruzar un gato con un burro? -No lo sé. -Todos los vecinos a callar al gato JAJAJAJAJA no papá con el cinturón no
244,@EduardoRamos95R aquí ando me enferme de la garganta jajaja ntp sígue jugando amor te amo mucho! Te extraño popochas
245,Top de cosas inútiles que guardo en mi memoria: - Diálogos completos de Shrek2 - Dos canciones de Selena Gómez - Su número de teléfono
246,"Desperté casi a las 11:00 am. No me juzguen. Tengo el nombre de la princesa que estuvo dormida toda la película, ¿que esperaban?"
247,"-Me gusta esta canción -Hace tiempo se la dediqué a mi ex Y cada vez que la escucho, me acuerdo de su ex"
248,"Qué triste de veras cuando tienes antojo brutal de un Blizzard, crees que el del mes no tiene pierde, y resulta estar muy malo"
249,"@DaniaRoberta A los delincuentes llamados ""POLITICOS"" solo les interesa ATASCARSE de dinero y propiedades... eso si, los domingos a MISA!"
250,@balucorp ni has estado feo
251,"@_NoSoyArtista @Telcel @ATT pues si, yo creo, mi papá me dejo un equipo att y al igual lo uso mejor, porque ya estoy harta de esto."
252,"@AscNati si si ya estuve haha desde el jueves en la mañana,ahorita ya voy saliendo de la central nueva,a mi también me llenó rápido"
253,"Sí, mi vida, estás muy linda, tienes un cuerpazo, pero déjame te presento al cepillo de dientes y la pasta"
254,@SaulSeguraB Pionera en nuestra colonia
255,@marthaor2010 10pax -$200 20pax - $320 10 pax rellena - $280 20 pax rellena - $400 Relleno sugerido es de cajeta o cajeta con nuez
256,@travel_gaia 10pax -$200 20pax - $320 10 pax rellena - $280 20 pax rellena - $400 Relleno sugerido es de cajeta o cajeta con nuez
257,Triste es no poder ver series en la TV por qué soy tan ciego que ya no alcanzo a leer los subtítulos.
258,"Buenos días!!! Los retos en la vida no están ahí para paralizarte, sino para ayudarte a descubrir quién y que tan fuerte eres... Besitos"
259,"@JJSanchezB Tenemos la Pre inauguración de la e de #Barbie el viernes 6 de enero, y el sábado 7 de enero sería día normal"
260,"@OyeeDanny Ya sé, ¿Quién los entiende? Verdad ? El sabe lo que hace, y vaya que lo ha hecho más que bien. Es grande @peladoalmeyda"
261,"Cuidando a mi enfermita, hoy no se trabaja dice ella y esta perfecto día de camita! yo malita tu malita chin me toco ser la enfermera!"
262,@samymtzl va a ganar tu tio @lopezobrador_
263,"@Ale_Jaramillo A los años por aquí hermosa, ya ni te has de acordar de tu fiel seguidor Un abrazo inmenso en este nuevo año. Bendiciones."
264,"@chocoloveAc tenemos muchas ganas de verte!!! Te extrañamos muchísimo, vuelve pronto porfavor!!!! te queremos mucho"
265,"OMFG mi conductor de uber acaba de pasar por un bache gigante y ahora el coche va haciendo ruidos raros. Pobre, le va a costar carísimo."
266,"@Djrossana que tengan un lindo martes y que todos tus sueños se hagan realidad Sé tu misma, No copies Modas Eres Mi ejemplo a seguir"
267,@walkiriaflor Pues no estaba bromenado
268,"Pues yo llevo 2 meses haciendo #gazolinazo; no tengo dinero para reparar mi carro. Y creo que ahora, después de esto, se irá al yonke."
269,Que lindos recuerditos al mirar nuestras fotos de un 3 de enero 2016 conviviendo ella con mi familia. Hoy hace un año.
270,"Si me dieran cualquier deseo del mundo,solo pediría una sola cosa ... ""regresar el tiempo"" , tengo mis dudas sobre Dios pero.. ayúdame!"
271,"@EduardoRamos95R descansa gordis, mañana nos vemos no tardes por favor si? Sueña bonito, te amo muchísimo un besito en la frente"
272,Que más quisiera estar allá y abrazarte! Qué feo que el amor de mi vida se haya accidentado y yo por acá
273,Estaba contando que mi mamá tiene como 9 grupos de WA y yo sólo tengo el de mi salón que está silenciado por un año
274,"@EduardoRamos95R yumi  te amo, estoy viendo la serie y tu?  también te extraño mañana te veo?"
275,Madurar es mas divertido contigo
276,"La música de U2 me deprime sobretodo la de Stay (Far Away, So Close!) maldita sea para que los puse"
277,"@lili_blend ahora te entiendo, roji! Hoy que salí sola me di cuenta que no dejé de morderme los labios todo el tiempo de nervios y miedo"
278,Durmiendo tan rico y sólo me hablan para chingar.... Y dicen q yo soy el q tiene una vida de mierda y bla bla bla
279,"@IbanezXaro jajaja ya ves lo que ocasiona tu ausencia prolongada, mi cuate no me habla y mi sobrina me desconoce"
280,"@LizHeidern Hace streams buenos, a veces está muy vacío su chat, pero se pone bueno el ambiente con @L337LAG."
281,El reboot de Jumanji puede romper mi corazón x2. Porque puede ser horrible y además pueden arruinar la imagen que tengo de The Rock
282,Estaba pensando en todas las cosas divertidas que quiero hacer este semestre y luego me acordé de lo que metí y pues no va a pasar
283,"Hasta me das risa @realDonaldTrump, por que el único afectado seras tu y tu país y ante tus propios ojos veras su destrucción total."
284,@Yo_Soy_B es que aquí no hay así que diga edificios y lugares históricos y los que hay son como 3 y ya no esta chido por eso lo digo.
285,"Tenia la idea de comprar un carro este año, pero ahora nevermind, me tendre que traer a petunia(mi bici) a TJ"
286,Lo más triste es que cuando regrese a clases no voy a poder darme el lujo de ir a mi casa cada fin de semana
287,"Que bueno que no soy mamá, sería la peor de todas, les daría puro jugo verde y Macaroon and cheese feo"
288,@FridaSante 2 cosas 1 mal que no me sigues 2 mandale un saludo a azul si? (el amor de mi vida )
289,@juanchogerk9 lo peor es que mucha gente vive de vender juguetes y por esto este año les irá mal (día de reyes) todo el centro esta solo
290,"Lo bueno de crecer es que cosas que antes causaban un efecto emocional en mí, ahorita me vale madreeee #QueBonitoEsLoBonito"
291,Mi tío me contó que iba en el metro bus y que un cabron dijo por teléfono que se hubiera agarrado la Pantalla en lugar de la licuadora
292,Me acorde cuando era niño y me trajeron un balón y eso hizo que amara algo y hasta ahora me apasiona el fútbol
293,¿Por qué dicen que ando en modo mamona? ¿qué no saben que soy la persona más aburrida para platicar? Les have falta tratarme más
294,es bien raro no estar en la escuela a esta hora :c la neta sí extraño eso y apenas van dos días de clases jajajaja
295,"#fiesta17millones @yuyacst HERMOSA, MIL FELICIDADES, esta familia crece y creceP NO TE GUSTÓ MI DIBUJITO QUE TE HICE?"
296,"Mañana va a haber muchos niñitos con una primer patineta. Si ven a uno, apoyen y ayudenlo. Estará frente a ustedes un nuevo skateboard."
297,Lo pendejo se mide en comparación del número de veces que te encabronas por un twiit que ni siquiera era dirigido a ti
298,"Queridos reyes quiero: 1. Voluntad para dejar de tragar... Y ya con eso toda mi vida se resuelve, ah sí bueno y un dragón"
299,"Hoy le pedí a Dios una señal realmente obvia, para poder tomar una importante decisión, y mas clara no pudo estar. Gracias #Totales"
300,@chelita19_esme hahaha te la curas? con el que sea lo chido es ir Posiblemente contra Tigres vaya sho :v
301,Extraño a Super Junior M #TeamSuperJunior #SOOMPIAWARDS
302,"Cálmala pinche Jesús, si me quiero morir y todo pero no de esta forma tan culera, que me atropelle un carro mejor."
303,Que triste es no tenerte
304,"De Las princesas Ana&Mía a Mórbida mal pedo, qué tan gorda soy si me encontré boronitas en mi papada?"
305,Brillas y brillas tan lindo
306,"Hey! @ifCristian espero tengas un muy bonito día, H! Te deseo lo mejor siempre Sé feliz ️ y felicidades, una vez más."
307,Como te tardas en contestar
308,@alexMay_Be algo similar me ha pasado
309,"Al despedirnos dijo: Have a nice day, y yo le conteste igual, y le dije ay que pendeja, jajaja ay gud bai mai lob."
310,"Al rato rosca de reyes Ya se que no es hoy cuando se parte, pero s mi suegro le gusta hacer las cosas en familia"
311,"Tengo hambre,pero si pido cena el chavo de la moto se va a mojar y seria mal pedo"
312,"Si no vivo al norte de la ciudad, tengo un iPhone, auto y dinero no soy cool?"
313,"Hay días en las que me pongo muy triste, pero no lo demuestro aparte de que a nadie le importa pues a nadie le importa"
314,"Chavos no quiero ser pesimista pero siento que el Kit no es pa'mi, ease qué no voy a ganar"
315,"Nunca van a encontrar a una amiga como yo,que guarde hasta el mínimo papelito de la secundaria que decía: Hola!Eres súper! Nunca cambies"
316,"@ladelbosque29 acude al próximo llamado que hagamos aqui, muy sencillo. Con guantes, zapato cerrado cómodo y si tienes una pick-up mejor!"
317,@YazarethPalomo te extraño tanto mi amor
318,"Y Maldita sea, me convertí en quien menos queria ser. En la peor versión de mi, cuestión de cambio para un 2017 lleno de positivismo..."
319,"Ya no me burlare cuando les pasó algo a mis amigos, por qué luego me sucede algo parecido y ya no me es gracioso"
320,"@karlacg_ ayñ, si eso pasa, uno de mis hermanos era super rubio y pues ya no jaja igual está cute tu cabello!"
321,Histerica x todo lo que no he actualizado en redes.Quiero tiempo ó 1 comunity manager gratis xq yo como JuanGa y el pais no tengo dinero
322,@Horantheworld20 claro que se puede corregir
323,Pero llegar al hogar me da inmediata alegría en el corazón. Y así es como mis días cierran bonito desde hace un tiempo.
324,Ya viste lo bien que nos divertimos el uno sin el otro. Después de todo nadie es indispensable.
325,"Por que no hacen perfumes de ropa nueva? Es el olor mas hermoso, consumista y de cierto modo capitalista del mundo"
326,"@pablocampos98 Andas súper desaparecido de aquí pero se que te la estás pasando súper bonito en tu viaje, y eso me hace muy feliz"
327,Extraño que mayito diga babosa (o) Extraño la primera media hora de cotorreo Extraño todo el desmadre de antes jaja
328,@paobarquet que coraje saber que tu y tus compañeros fueron víctimas de gente malandrina por otro lado me da gusto saber que estás bien
329,Siii te traje un tecuerdo @La_Joyita2 pero me extraviaron mi mochila debajo del autobús y pues ahi se perdió Es neta. Hasta mi cel fue.
330,@bettocantu Los juegos de Booktube me dejaron con muchos libros abiertos y quería cerrarlos antes de leer este Creo que si la hago...
331,De la nada me empezó a seguir @Chilaquiloteca y me enteré que existe ese servicio... porque a veces también me pasan cosas buenas
332,"Días!!! Si confías en tu mente, tendrás que tomar decisiones toda tu vida. Si confías en tu corazón, será tu última decisión.. Besitos"
333,"Ya me da miedo dormir con alguien, hablo sola y que tal si digo cosas que no debo"
334,@PMovimiento Acuérdense que a lo Hecho en México de mexicano sólo le queda el sudor la tierra y el aire casi todo lo demás es importado
335,Que decepción que gente que lo es todo te oculte cosas. ¿Tan difícil es decir la verdad?
336,"@RuizJanely eres un ángel caído del cielo, fui a buscar de casualidad si estaban en las otras cocinas y no están mis cubiertos"
337,"Y por todos lados hablan de los bloqueos, de ENP, de Trump y pinches es muy deprimente"
338,¿Porqué las personas no captan la mega no indirecta de enviar flores? Mi escritorio se sigue viendo sin vida jajaja
339,"@Kresnik02 it's never too late, nunca lo tuve en 64, era muy pobre y la verdad ahorita no lo he buscado así que lo comprare digital"
340,Escribí un texto bien interesante acerca de la violencia en el noviazgo y de cómo salir de las relaciones tóxicas. Luego lo posteo amigos
341,"Me lleva la tostada con el internet de @izzi_mx. Deje a mis amigos en ARK, con un T-Rex y un Oso."
342,Lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.
343,"Que te contesten con un ""¿Qué demonios fue todo esto? jajaja"" a un mensaje bonito, sí te mata un poquito."
344,"@SirArminDice voy a leer sobre ello Por cierto, no estoy en contra de la propiedad privada, por errores me refería al invididualosmo.."
345,4:18 AM. Que gran dilema. ¿Despertar a mamá para que me baje a abrirme o dejar que siga durmiendo? Pd. Venga saliendo del trabajo
346,"Cuando me duermo muy tarde planeando proyectos que me apasionan, es un completo goce, inspiracion a la calma de la noche"
347,Not Myself Tonight era hermosa pero el video rip off de Bad Romance arruinó todo para mi Queen X
348,"7 horas ya desde que salimos de Mendoza y seguimos en Puebla varados... Weeee, mi pobre perrito es demasiado para él"
349,Lo siento mucho Perder un abuelo es uno de los dolores mas hondos posibles. Mucha fuerza para ti. @UrielCastillo93
350,No puedo creer que me haya propuesto dejar de fumar un mes y ya casi lo cumpla
351,"@tuamigatuitera pues ya ni nos hablas y si iré, iré como el 20 o algo así de enero!"
352,"@deba12334 por qué siempre en las finales los hacen los domingos y todos al siguiente día trabajan, van a la escuela y no se pueden"
353,Wooooow que curativo es esto!!!! Me hace parecer menos perra y un poco mas agradable Me gusta
354,@soyalannavarro me pregunto: ¿habrás leído mi tweet y te sorprendiste por que ese es mi máximo nivel creativo? Me temo que sí.
355,@elciempies para nada ella ama México y siempre quiere venir. Por eso vino gratis a tajin. Desde su álbum pasado esta que muere por venir
356,@Tribuna_I Apenas inició el torneo y ya están diciendo si YA VA LA BUENA para @Chivas Hay equipos mejores que el Rebaño
357,"@konemak Hay películas que por acuerdos de sus distribuidoras, es de la única manera en pueden estar dentro del catálogo"
358,@lizpedroza Hermosa estos días tengo un arañas alacranes ratas y murciélagos en mi carta jajajaja Es impresionante la química del cerebro
359,"@ContactoCitibmx en la mañana habían retenido la compra en linea porque pensaban que era fraude con la tarjeta, pero ya lo resolvieron."
360,"@NekoJitaBlog Yo por un bolillo con mayonesa, huevo, frijoles y mucho chile... Ahhhh... es un antojo muy malo...lo sé..."
361,@nahimachoura que te pareció el tercer uniforme de nuestras aguilas? A mi no me gustó pero se ve mejor que el de local...chale..
362,"@elavelden Acá en Ecuador aún falta para el final de la telenovela, no me pierdo ningún capítulo. Un abrazo y excelente semana"
363,#BuenosDias mundo Twittero ya empezó la segunda semana del año y estoy mas que listo para vivir un día mas
364,"@FidelZevi esta bien, no insistas"
365,"@Cinemex ¡Hola! Oigan reponganos las entradas de ayer con unas nuevas, por lo ocurrido ayer en Cinemex Portal Vallejo, por favor."
366,"@ErickValdes_ JAJAJAJAJAJA trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco"
367,@qtf Yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!
368,"@MFollowill muchas gracias Mark, si ya no puedo esperar , @swish41 y su tiro perfecto gracias por venir a México 🇲🇽 #MFFL"
369,Para qué hablan de clandestino
370,"Ayer me robaron descaradamente, jamás acompañes a tu mamá al centro comercial con tu tarjeta de la beca"
371,Que feo ver del otro lado de mi lugar de trabajo que están comiendo cheetos y yo acá valiendo verga
372,Lo bueno de ser un sin amigos es que puedo llegar a la hora que quiera a los lugares que quiero visitar.
373,"Recorrí toda la ciudad en un dia con mi mejor amigo, que trip"
374,Es normal que después de todo un fin con mi novio ahora lo esté extrañando?... ._. ya traiganmelo
375,@PiojitoPersa aguante los fritos con mateeeees linda!!! (Quiero fritos ahora ahre) encima estoy tomando mates ahre
376,¿Alguien tiene algún pdf donde se describan las etapas del desarrollo humano? Sobre todo la de la senectud. POR FAAAA.
377,Cada que hablo contigo mi corazón se pone feliz pero eso no se nota a través de una pantalla
378,Ya tengo mi principal propósito de este año
379,"Regla básica para hacer una fiesta de cumpleaños... TENER AMIGOS, no sé a quién invitar"
380,"@crystinahotwife @CyDiosas Se ve hermosa! Me dan ganas de comerme todo eso y con este frío, de estar adentro"
381,"@VivaAerobus Hola, ¿Se puede hacer web-checkin e imprimir el pase de abordar si viajo en viva light? La página dice que no..."
382,Ya me está doliendo la cabeza de estar todo el día acostada. Por qué soy así??
383,"""Elle"" es increíble, pero mi raíz latina pedía a gritos ""Neruda"" #GoldenGlobes"
384,"Extraño a mis comprañeros roberto, osvaldo, julio y leo eran increibles al igual que mis super jefes!"
385,Yo solo quiero adelantar mi vuelo a Chicago
386,"Hola @raramo74! vamos a estar al pendiente de esa ruta y en caso de que encontremos algo a buen precio lo publicamos, Saludos!"
387,Es triste quitar todas las cosas de Navidad
388,Cuando piensas que las cosas van a toda madre y la cagan la vida es un riesgo carnal!
389,@EverCufl Ay que grosero eres conmigo
390,@ana_sofmt oye perame que si buzzfeed es pendejo entonces el amor de mi vida no es el amor de mi vida y eso sería triste
391,@luismartiinez28 yo estoy en primera fila
392,Siempre el más guapo Ay
393,"Ya sé, tengo que leer a Mishima pero se me atravesó el estúpido y sensual Joyce con Dublineses y tenía que estrenar mis marcadores."
394,por que no nací con las cejas pobladas
395,"Odio tener una voz horrible y que a la vez ame cantar, no es justo ¿por que la vida me trata tan mal?"
396,@josciv por eso es importante escucharlo
397,"@aimeraus @GLaveaga @debatelibros No, no sabía que existía, lo leeré ya acabaste el primero?"
398,"Hoy es cumpleaños el maestro Bowie, un capricornio en todo sentido, que en paz descanse. Hay nuevo EP y sonó su legado hoy en carretera"
399,Que rica siestesita me aventé hasta pensé que ya era de mañana porque me levanto la alarma
400,Paseito... Laika cumple en pocos días 5 años... 5 la condenada !!!!! #ILoveDogs #ThePack…
401,"Amigos, me llevo el premio a la ansiedad. Parece que me bebí el reino del café ando mal"
402,me sorprende la homofobia y sus manifestaciones inesperadas... lo digo por mi
403,Ojalá me dijeran que estoy bonita tanto como se lo dicen a sergio quembidia pero esque esta hermoso unu
404,Mi lechuza tan retrasada por la distancia y ahora con el muro se va a estrellar con todo y mi carta a Hogwarts
405,@Soul_Vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora
406,@hlahumberto pos' se ve mal se traba y está grabada del cine #Shame.
407,Llegan tiempos difíciles y lo único que me queda es afrontarlos y seguir adelante
408,"@CocaHdz_ Ya se, pero no puedo evitarlo !!! En vdd que si haces eso, sería como mi mejor regalo #LaVdd"
409,Hay veces que uno se siente un extranjero hasta en su propio país
410,"Ahora están tocando Arabella suena igualito a Alex Turner, seguro es Guajardo"
411,"@yestermansux Oye vi una hiper padre en Morelia, no así pero muuuy chida. Costaba como $200. Si la quieres, me avisas."
412,@FerReyees19 @Abiel_Vasquez @ElPabloDeVerdad yo tenía pensado sacar la del fogo y una optativa de 2C para poder meter electromagnétismo
413,@MartinCaligaris Es mí Martina Jajaja Regresaste a los saltos mortales!!! Eso es bueno Te quiero mucho! Beso de regreso muack muack
414,Envenenaron al Bruno Ya lo atendió el veterinario pero tengo miedo de que no aguante.
415,@marthamedecigo ay no! y si con él si quiero arriesgarme? Es que necesito contarte amixxx
416,"Para los que el día de mañana regresan a clases, que en este nuevo semestre cumplan todos sus objetivos y les sea muy exitoso! #ADarle"
417,"@IronGeen ñammm. Ya se me antojó una deliciosa cema, vamos por una"
418,"@Jhovanny920218 la vdd si, jaja pero yo me curo rápido de eso. Ya la perdone. Gracias!!"
419,Ah no verdad? Jajaj nadie entendió mi chiste que imbécil soy hahaha
420,@CelopanYT @RoEnLaRed estando tan cerca pero tan lejos a 45min de distancia siendo exactos. Jajajaja
421,"Otra noche... Buenos días, alguien sabe por cuantas mas pasare?!?!"
422,@Swimmer_IT sabíamos que su partida traería graves consecuencias.
423,"@yarisflores punto a favor jijiji, la cosa es que hoy si hice de todo menos quedarme en camita"
424,"Aunque ya llegue y eso esta padre, la triste realidad es que sigo teniendo hambre."
425,@AleBaIe_ iba a ponerle lo mismo
426,"Una vez mas... Mi pensamiento invade mi sueño... Se te extraña, ya quiero ser normal otra vez!!!"
427,Según uno de mis propósitos es leer más pero ya estamos a 8 de Enero y no he comprado ni un libro nuevo
428,Risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa
429,"@la_sol_soleil Hola Sol, hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador"
430,"@Paulitm Paulina, confirmamos que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador"
431,@CaELiKe Estuve contigo en la transmisión saludos hermosa quisiera poder vertw y darte un mega abrazo y un besote te quiero
432,"@edo_diaz ¡Hola! Hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador"
433,Mañana de nuevo a la realidad!! Amorsitooo muy buenas vacas de tu trabajo!! Excelente estar juntitos con Mati
434,Por poquito y se comen a mi perrito
435,Jueputaaaa extraño mi bici. Esta panza de camionero me va a matar
436,"@Ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! Y gracias! Que llegues pronto"
437,A todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana ... fucking great.
438,@luixuz Yo también No te dí permiso de que te fueras y me dejaras sola con el bebé
439,Que triste que estas con alguien tan vacía
440,"#s900 uy! Feliz primer lunes del 17! Un gustazo escucharlos en Querétaro frío, pero chido"
441,Denme una llenadera porque dicen que no tengo
442,"Escuchan ""Now You're Gone"" de @VivandTheSect, uno de los mejores discos del 2016 #PropuestaMañanera"
443,@Germagnate ahahahahah buenos días joven! Feliz año!
444,Mi mamá cumple años hoy. Y este es uno de los días más felices para mí La amo mucho.
445,"Son 8:26 y yo ya me estoy visualizando en mi cama durmiendo, cuando salga de trabajar"
446,"Que no se pierda la bonita costumbre de empezar el año, la semana, el mes valiendo verga en el amor y en todo"
447,"@susana_tb Feliz 2017 Su y feliz vida... awww qué bonito pingü, muero de amor. Un abrazo muy grande"
448,"@ROSYARANGO dicen que cuidar a un recién nacido es trabajo en equipo, así que yo le cambio el pañal"
449,"En el mismo lugar, con distinta gente"
450,¿En dónde consigo unos buenos nachos de pastor hoy 1 de Enero?
451,Mi carro ya no suena feo wuuwu. Juro que ya no le haré más daño hahaha
452,"@AxelMishael es una ciudad hermosa llena de cultura,con gente bella y comida deliciosa. Muero por volver! Disfrutá mucho"
453,@DraAChvez que mala pata ojalá te recuperes pronto! Feliz año!
454,De verdad yo no creo estar tan delgada como dicen que estoy y menos despues de todo lo que he tragado este mes
455,Mi amigo me va a odiar por dejarlo plantado Porque le dije que íbamos a ir a una peda y pues ya no me dieron chance
456,"Empiezo el año como dije, bien dormida y muy enamorada"
457,"@mariobautista_ Soy mala Bautister, no puse el 11:14"
458,"Primero quiero formar un equipo inicial: Lurantis, Primarina, Mimikyu, Salamence, Krookodile, Sylveon. Que mal que no está Mawile"
459,"@jair_mendieta me insultas noo, solo quiero verte"
460,"@AletzAGoGo @robblie lo odio!!!, nececito claridad"
461,@MarlenTrevino aaaa jaja tons si a de estar buena. La de 24hrs. está pasada de lanza. Saludos Marlen y feliz año
462,"@Liebehaeschen nop, este crush era nuevo y no había hablado de él aquí para no salarme era muy perfecto para mi peronirogarle"
463,"Dices que me.entiendes pero se que pasará lo mismo, te enfadaras y ya no me vas a hablar"
464,Según yo sólo vería los capítulos que me hacían falta y ya vi la mitad de la serie hahaha
465,"Ya me cayó mal estar de vacaciones porqué me duermo muy tarde, cuando mi hora para dormir es a las 9 o 10"
466,#este2017 la historia tiene que cambiar prometo hacer lo posible por tener novia este año
467,Empece el año con una gripe bien perra y atascada estoy muriendo gggg 🤧🤧🤧🤧
468,"@Arissima yyyy gracias, te vamos regalar una playera"
469,Ya estuve sola antes y sé que todo estará bien.
470,Primera vez en 5 años que no te doy mis mejores Deseos
471,@mariobautista_ Daría todo por un disco tuyo autografiado
472,Neta que mi novio se fue al santo a esta hora? Pa' esos novios mejor ando conmigo misma ya que soy bien antrera
473,Y se acabó diciembre mi mes favorito
474,"@HazzaLovesMe69 Que raro, desde hace rato que tengo los DMs desbloqueados ¿Pasó algo?"
475,Hoy todo el día estuve triste porque ya mero entro a la facu
476,"Como no va a ser esencial lo bonito de la vida, su bella amistad."
477,Como cuando sigo de vacaciones pero me tengo que desvelar por reportes de servicio social.
478,le mande un mensaje a mi ibf por año nuevo y aun no me contesta jajaj
479,@DignaRabieta ustedes venían enfiestados uno ya tenía vv más de cinco horas pues qué pues
480,"@pwoblematique la edad jajaja ntc, pues no sé, supongo es normal digamos q me pasó igual pero con los videojuegos encontré mi máximo"
481,"puras fotos lutteo en mi tl, basta me hacen extrañarlos"
482,Ya llegue a un punto de mi vida que mi enfermedad es más grande que mis ganas de beber! Perdón amigos les estoy fallando
483,Me da miedo venir a esta clase de lugares no vaya a ser que me tope a algún conocido
484,15 días sin uno de esos abrazos mágicos
485,"Hoy entre a sephora y los productos de benefit están bien caros, casi salgo llorando de ahí."
486,"Última clase de FMA del año Filipino Martial Arts @ Monterrey, Mexico"
487,"—¿Y la novia mijo? —El concepto de pareja es arcaico y reduccionista, pienso que la mujer debe tener libertad para pod —Nadie te pela —No"
488,@michicheel ay jajaja pero si estoy enamorada de apu
489,"@ItzeelF18 ¡Con mucho gusto! De entrada, por aquí los mejores deseos para el año que ya llega."
490,"@MarqoOrtiz Y ya que recomendaste Black Mirror, incluso la temp. 3 (tan criticada), la anoto entre los pendientes"
491,Es lo unico que me se de la cancion jajajaja que oso
492,"O sea si, ya estoy mas cachetonq, pero hay fotos donde de plano me veo completamente con obesidad mórbida."
493,Soy mas complicado que una mujer jajajajaja
494,"@CFE_GolfoNte @Cicmty buenos días, seguimos sin servicio!"
495,"Se viene la goleada, ya pitale árbitro... O quiten a Ochoa para que no se lo chinguen"
496,"Que gane el Madrid, pero que mi Ochoa no salga tan mal parado"
497,@minideeharry yo pensé que ya te habías olvidado de nuestra hermandad chingona lo que es tener vida social y olvidarse de uno
498,"@g_yubari y seguir el consejo del lobo de caperucita roja: oirte mejor, verte mejor y comerte mejor"
499,Siempre soy la culpable de la mierda de todos ¿no?
500,Mi abuelo no sabía que tenía segundo nombre
501,"Maldito jet lag, acabo de despertar a las 2 am"
502,"@intrascendente jajaja ya es parte de ti y está bonito y está bien, hombre"
503,"@katikatkats no tengo fotos suyas, espero que sea real y que no exista solo en mi mente u.u"
504,Sí sentí feo cuando ví que se iba a ir a vivir a CDMX
505,@Elenacastillo08 Yo tambien y me faltan 2 añales
506,Mas cuando no tienes a alguien que te de esas palabras de aliento que necesitas para sentirte mejor
507,"Odio que mi celular se ponga así Odio tuitear desde la compu, no puedo poner emojis."
508,Feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay
509,@Cognified te juro que si tuviera Pc gamer o una decente jugaría también ahí
510,@MeDicenLoya neta no pensaste en mi? Cortalas
511,Estoy aburrida pero me invitan a lugares y me da flojera salir
512,Hoy fue ese detalle!!!! happy!!!!
513,Hola doc @AlbertoMunoz alguna recomendación para hospedarme en SFO o LA?? Si tiene un contacto mucho mejor gracias
514,@futaztecadep Saludos al profe David y al @martinolimx! Feliz 2017 Maestros de la narración.. Carajo!!!! diría el Dr. Garcia
515,Que suave que me contestaras más rápido
516,"Y si haz dormido con alguien más, SI HOY duermes con alguien porfa no la abraces y no le digas que la quieres"
517,Lo bueno que ayer partí rosca con mis amigos porque hoy no partiremos con mi familia
518,@drlejtik @TauroAgencia @LaPlazaMexico jaja insisto se pondra buenisimo
519,¡QUE YA SEA 28! Ya quiero ver a @AdiosParismx me hace falta olvidarme de todo con buena música en vivo.
520,"La soberbia no es nada buena, no confíes en el ni en ella!"
521,"@alexjuxx yo quiero un novio como tu una vez dijiste ""Que me procure"" Jajajajajajajaja, no, pero en serio si"
522,Me salió el mono en la rosca... creo será la única sorpresa de mi año
523,@Fershymp es un lamentable reflejo de la realidad y el nivel de educación que impera en México
524,"@xxleonxx67 en fin da igual, al final ya están así los asalariados, y amigo, se escribe elotadoras"
525,"@Fershymp es correcto, falta mucho para y por eso nunca estamos unidos como compatriotas"
526,"Cuando la cago y mi no, novio esta enojado conmigo, se me hace un pinche nudo en la vagina"
527,Lo malo de estar enferma es que la comida no me sabe a nada
528,"#convocatoriaunam alguien que sea tan amable de mandar el link para registrarse x favor, no lo encuentro"
529,Hay una gran parten de odio en mi
