,lista
260,"Taaaanto que se mueren por saber de mi, vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda"
261,"Por fin río, caray. Después de lo de ayer, pensé que me iba a deprimir, pero hoy estoy feliz"
262,"El mejor regalo de hoy, aparte de mucha comida, Ganó Perú..!!! #VamosPerú #10/11"
263,@unforesto @YurikitoKSP lo dice para hacernos sentir mejor u.u jaja...Pero bueno eres más joven tienes mucho por ver y hacer . Éxitos!
264,@mario_hart de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo
265,"Si solo votaran los #millenials, no habría #Brexit, Rajoy no hubiese sido reelecto, y se habría firmado el Acuerdo de Paz en Colombia."
266,@popstitude nadie quiere escuchar tu (horrible) música. Deberías respetar el área común. (Imbesil) super polite!
267,Comenzando mal la semana enfermandome
268,@SibylCollantes me dejo pensando tu twitt
269,Los días pasan y cada salida es tan genial a tu lado Eres lo máximo y lo mejor que me ha pasado este año.
270,"No se con qué rayos pintan la señaletica de las pistas, pero mi cuarto apesta a esa huevada"
271,"Cada vez que escucho ""Instituciones"" de Sui Generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti"
272,"Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista, Aimee era más para #LaBanda"
273,Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud
274,Lo que se enojó cuando le dije que me iva a ir a pachanga :v jajajajajaja lindo amiguito resultó ser
275,"No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora, donde todo es posible"
276,"@mchl1782 @SalitaSin @CharitoObando Mas bien, penoso desconocimiento diversas realidades del Perú. Ahora anda preocupada x el clásico(!?)"
277,El segundo video del Otaku Fest está a un 60% (?) ;_; Espero esté listo para el día lunes
278,"Papá:Yo quería ir al clásico contigo nena,pero el domingo juego 3:30pm y otra vez no me verás. Yo: Ay noooo papi"
279,@Yeesus_ @laMaquinaPeru @CSerranoTV ya no es lo mismo
280,Cómo todo los VIERNES siempre esperando @Rapperground RAP en la radio a la media noche 12:00am vía los 102.7 FM radio filarmónia yeahh
281,Este es el único día del año en el que me muero de ganas por salir a una disco y no tengo con quién
282,Que día mas agotador.... conferencia laboratorio y clase sin parar y para cerrar el día..... mañana tengo clases full day yeeee!
283,Tan desesperado que hasta stalkea
284,"Gracias canal 35 por la entrevista que hice de #Wake estoy muy contenta, que mañana me voy por muchos piscos jaja"
285,"@tenyexrsgone A mi me jode bastante eso créeme, y mas aun que de acá ni del hotel salieran, no se porque siempre lo mismo"
286,"@IvettlyOficial Gracias a ti por todo, por el cariño que brindas a tus seguidores, por ser tan buena, por ser como eres simplemente."
287,Ese momento en ronque agarras el sueño profundo y te despiertan de la peor forma .... Que maldad
288,"Creo que es la primera vez que no me deprimo por la fecha de mi cumple, esta vez la preocupación por mi sustenta le ganó"
289,creo que ambos nos seguimos leyendo pues bueno espero estés bien y poder conversar en algún momento éxitos en todo y vibras
290,"Amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso ... no te estoy gileando, ni quiero algo contigo, sí?"
291,Antes el Matsuri era gratis despues subio a 10S/. Ahora 20S/ y ahora es limitado Ya nada sera como antes...
292,"Y uno que pensaba que no había que hacer, inicio a realizar mi escalonado y mil horas para terminar"
293,"@cineplanet hola, me gustaría saber si van a estrenar en Piura la chica del tren, espero su gentil respuesta, gracias."
294,@ElMiyashiro @elguilledice @angelabandonado @perudirector @recomienda_pe @Andresilvachuy Ya vere tu peliii exitos
295,"@odiomistweets No puede ser, eso me está pasando en estos momentos, hace rato estaba good happy y ahora solo i cry"
296,@MarifeCastroR si que bueno les gusto eso buscamos que las personas les guste la interpretación y cosplay muchas gracias a ti
297,"@LuzuGames @LuzuVlogs @HelloImLana yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2, blanca y negra"
298,"Ptm, en serio Rafael se pasa!! En fin, mejor no me meto en ese asunto"
299,"¡Gran ejemplo a seguir Lennon! inspiradora eeriencia ""De agilista a empresario #devHangout con @lshimokawa @devacademyla"""
300,Es bueno aclarar las cosas
301,"@neohelden ¿En serio?? Ignoras por convicción, esa es una ;lo de intereses de universidades se ha dicho hasta el cansancio."
302,"Por Navidad que tus huelepedos te regalen agüita de azahar, cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter."
303,Que huevada es trabajar feriado
304,"Yo también podría subir las fotos de mis comidas y juguitos fit, mi rutina en el gym but ¿Cúal es el fin? #genteposera #FelizJueves"
305,"Ma, mira... - Qué? La Paca? Sí, cómo supiste? - Porque es lo único que haces."
306,"@dane_ng A Ud. parece que sí, porque la educación que TODO MUNDO recibe por lo visto le choca de sobremanera."
307,"@yamtst uuuuy más que feliz con eso, quiero ir a verte!!! Tengo mis últimas vacaciones"
308,Aquí con mi buen amigo 'Carl' de la película 'UP' Lo máximo!
309,"@mikkielias estes donde estes quiero que sea feliz, y te quiero ver en la tv SAZÓN MICHELA VUELVE A"
310,Viendo la que será de hecho una de las sorpresas del cine peruano del 2017. Nueva sangre para renovar nuestra filmografía nacional
311,"Casi el 80% de los pobladores estamos mal ubicados, en un terremoto estiman 50 mil muertos en Lima"
312,¡Feliz Nuevo Nacimiento! Un infinito GRACIAS por tu Presencia aqui. ¡Un Abrazo Enorme!. Alicia.
313,Hoy estaré en @RadioLaZonaFM en zona de Humor ups! De Amor 90.5 Fm solo para desearles Feliz Navidad y si quieren les doy una noche buena
314,Como se va ir @NeneElx276 el fue uno de los principales jugadores que nos dio la novena.
315,Saber que hay lugares y sueños infinitos por alcanzar este 2017..... Y empezar a planear como alcanzarlos yaaaaa
316,"@claudiacisneros ...nada queda de ese Canal N que informaba la verdad cuando todos los medios estaban vendidos, que pena"
317,"Me contaron una historia rara de el significado del uso de anillos de oro, plata, en que dedo y todo... pero lo he olvidado"
318,Lo bonito de esta madrugada fue terminar bailándole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo
319,"@ArandaPuig lamentó si le parecí prepotente, pero simplemente respondí a su afirmaciones erróneas. Puede preguntar cuanto quiera."
320,"Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici"
321,Solo entré a tw a confirmar la noticia y de verdad fue lo peor! no paro de llorar
322,"@204Danielle Extrañaremos mucho a Tamara, la mala mas buena vivirá siempre en nuestros corazones."
323,"@ViviSantosP Nunca olvidaremos a Dulce y a Robi, 2 grandes androides con un corazón gigantesco."
324,@monich16 las que podrian llorar al verla aca son las feministas es medio brava la pela. Buenaza!
325,"@_fersha_ rajado! Y es un hombre, eso me halaga más, lo compró todo él solito"
326,@mariobautista_ te amo mucho ojalá lo supieras
327,Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien
328,"@congresoperu @LuzSalgado_R Canastas de 920 soles para todo el Perú, eso serio bueno"
329,Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas
330,"@rathaly Falleció el perro de mi amigo ""Pazuz"" por eso lo recuerdo así. No me tires un zapato. Estoy tristita."
331,feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre #seguimosconfuerza
332,"@GeMarines @FlacoRicardo19 que tal mama! Mi madre a veeeeeces cuando me ve cansada me prepara algo caliente, igual es linda"
333,"@IvettlyOficial Tú también eres muy bella, gracias por hacer cada día mas hermoso con tu sonrisa y tu forma de ser."
334,@CaELiKe Y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado Tabu.
335,"Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial, tu esencia…"
336,"No creo el amor a primera vista, pero si el querer en la primera noche"
337,Se acuerdan de la canción de la 83line y KangIn? La de Ferrari? Era buena
338,@JustBloomTeam Katy le dió like en instagram y en mis Rt hace dos días los vieron juntos
339,"Los miércoles son lindos, quedarme en casa hasta las 10am me parece un lujo"
340,@venezuelanita Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!
341,@unaese esperate que haga caja y te visito tengo planeado que mi 2017 sea un año bien viajero!
342,"Aunque no me crean, yo quiero mucho a @zorrodeabajo y a @unaese. Como diría mi abuela, los montones amontonados. creanmee"
343,Siempre se fugan los ex presidentes #Nadine
344,"@RenzoMirandaQ JAJAJAJAJAJAJAJA ¿estás racista, Rosado? Blanquito y todo te acepto, así me discrimines por negra"
345,@CaELiKe Que tengas un fantástico día Caeli
346,mis amiguitos drogos no me hablan
347,@corodario Hola Feliz Cumplee pasala genial al lado de tu familia y amigos!! espero me respondas pronto...
348,@cindy_k20 Es que conseguí una buena chamba hasta el 24 de diciembre y necesito el dinerus ¿Nos vemos después de esa fecha?
349,"El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor"
350,Extrañar es el peor sentimiento del mundo. Sientes como no puedes hacer nada por estar cerca de quien extrañas.
351,@LaliaB24 No podré concursar entonces y encima el proximo mes se vence mi suscripción al gimnasio.
352,Quiero un pan con salchicha huachana
353,me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ...ese speach lo dijo todo te sigo admirando
354,No es bonito estar sin celular
355,@vivianxhv se alejaron fue doloroso. Zayn dice que se habla poco con Liam. (El único)
356,Que horrible ser tan Celosa
357,estoy apunto de estar feliz pueden creer eso ? yo no !
358,Tener tantos días libre y esperar al último para hacer trabajos jajajaja
359,@lux_obrien jajaja enserio? a mi no me anda o bueno creo que no la se usar nose
360,"Ojala pudiera devolver el tiempo, para verte de nuevo, para darte un abrazo y nunca soltarte . #IMissYou #MyAngel"
361,@TatoGI cada cantante y canción nueva caray
362,Triste aburrido perdido sin saber q hacer solo quiero desaparecer para siempre a nadie le importara no encuentro otra salida...
363,Yo solo quiero que me engria
364,Gripe sal de este puerco trabajador
365,"No puede ser! Los 2 @cineplanet de #Trujillo cerrados, yo quería ver @calichinlapeli @ElMiyashiro"
366,Feliz día a todos mis amigos músicos y a todos los músicos en general. Pásanela bonito #Música #Rock #vida #felicidad
367,Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba
368,Creo que soy muy rencorosa
369,@highoncrackyeol Oh ya bloqueé ese número fácil son marcas porque me dijeron algo de que debía una cuenta de más de 3k$ en el banco wtf
370,"Buenos días amigos, detrás de una sonrisa hay una esperanza que avanza vamos con actitud y Fe"
371,Brother en verdad me duele el cuerpo y no tengo la más mínima idea del porqué
372,Tendré que aprender a usar protector... Insolación Lo bueno es que me divertí mucho paseando en bici con mi segunda familia
373,@TatoGI los años no pasan en vano
374,He confundido 'concreto' por 'contrato' y 'espacial' por 'especial' en menos de una semana. ¿Qué mierda me pasa?
375,"@cornejorugel31 ya me imagino su calor que debe estar haciendo allá, ya me imagino negra"
376,Solo emociona la primera etapa
377,@joannabolona que paso? también?... vao a jugar FIFA15 en play 3.. con unas coronas!... hahaha! se vienen mejores días! saludos!
378,"Estoy muy feliz por las chicas , todo lo que han crecido en la industria estoy muy feliz las amo con todo mi corazón #5HonAMAs"
379,"El día del hombre pasó desapercibido por las mujeres, si fuera al revés no nos perdonan"
380,@AbrahamMateoESP Exacto! Todo lo que él hace lo hace con el corazón y desde el corazón
381,@atvmasnoticias Me parece que Zuckerberg visualiza a Kuczynski como un 'muñequito bailarín' en FB... para indicar cuando estemos felices.
382,"Me gustaría pensar que me están haciendo un bluffing, de esos que yo haría. Pero algo me dice que no es así"
383,"@mariomejiah bueno, no será troll pero Arana dice que no está de acuerdo paradojas de este congreso estrafalario"
384,Como lidiar con un @#&@%#&-@gerente ....aguanta niña sólo 6semanas +
385,"Hasta luego, Arequipa See you soon (@ Aeropuerto Internacional Alférez Alfredo Rodríguez Ballón (AQP))"
386,@MitsukiAuri Estoy en semana de examenes asi que somos dos
387,Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta
388,Después de 5 días! CREO que mi cronograma de viajes por trabajo ya está listo
389,Jamas dejare de pasar una navidad y mucho menos un año nuevo fuera de casa
390,"Que tristes son los velorios y entierros, mi Papá está llorando peor que un bebito recien nacido"
391,Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento
392,@memepoliticope mientras q no le rompa la ñata o se la venda pateada...ta bien que se relaje mi tocayo gringo
393,@IsabelArtica vamos a juntos en concierto?
394,@luchinrc en todos nuestros centros comerciales
395,Éramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo...
396,@AndyCamus8 JAJAJAJAJAJA Hola amigo Andy que ha sido de tu vida ya no te dejas ver
397,@AlvaroQGonz pero es verdah pe!
398,"Después de unos cuatro días de ermitaña, salir al sol no me hizo muy bien fiebre largate"
399,Dateame: albañil bueno bonito y barato please. Pintor de fachada y carpintero. Se agradece!
400,Quiero una ropa de baño entera. Pueden no cobrar MIL soles por un poquito de tela con huequito?.Gracias
401,"Trataré de ser positiva este último mes, para que no me vaya tan mal como todo el maldito año"
402,"La profesora se pregunta qué pasa con la segurdad jurídica, y yo solo sigo pensando en qué culpa tuvo Fatmagul"
403,Esas personas que se aclaman los señores de la lectura -Libro favorito? -Cazadores de sombras #MeCortoUnHuevi
404,"#LatinaTeMaltrata achachaaaaay, primero los ""intocables"" de los realities y ahora esto, se dan cuenta quiénes dirigen la Tv Basura?"
405,De qué sirven los feriados si al final toca recuperar con horas extras
406,@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable
407,Situación económica actual: Le debo 2 soles al Metro de Shell JAJAJAJAJA
408,"""y recuerda que SIEMPRE mañana será otro día"" palabras de alguien que siempre estará conmigo"
409,@IvettlyOficial La felicidad también es algo seguro solo debemos buscarla en las pequeñas cosas de la vida.
410,Buena Galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino
411,Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!
412,Por un momento pensé que #APEC2016 era todos los años en Lima y ya estaba emocionado
413,Las chicas ya van a salir estoy muy nerviosa y feliz que todo salga bien ⭐
414,#Nunca mas pero q mujer para más insegura Saludos para lizbeth y julver
415,"#AMAsTNT @BrunoMars abriendo los AMAS guao!!! , esperando a @ladygaga queen !!! Peru"
416,@mijacabello97 feliz cumpleaños que sea el mejor cumpleaños de todos muchas bendiciones y muchos éxitos por siempre
417,@argirltecture_ jajajajajajaj la desesperación pues loca
418,"@Jimmychinchay @canalN_ bien sra presidenta, se predica con el ejm, muy bien!!!!"
419,"una llegada a Trujillo diferente, meditando pensando y mas tarde a disfrutar la solteria"
420,Cristalito me regalo una piedrita bonita y me la olvidé en hco
421,realmente hacía un gran trabajo pero dónde sea que esté espero que sepa que apreciamos mucho lo que hacía
422,la culpa la tiene el inutil del partner q m toco  x eso no se si llegare a tiempo a las 4
423,si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai
424,@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.
425,Que se junte de nuevo #vozveis
426,@coco_cocain Pero sal... Yo lo hago cuando pasa algo así. Soy el lacra de la familia.
427,"creo que hoy será la primera vez que un viernes llegaré temprano a la u, será porque es la última clase"
428,@dnapa estoy tomándome un jarro REPLETO de eso
429,@dnapa I know. Y me comí un enrollado del tamaño de mi antebrazo
430,Tengo ganas de decir una frase políticamente incorrecta: Hoy es... viernes niiiguiii!!!! #blackfriday
431,Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!
432,@LimaAventureros q buen se oral !!!! Me encantaría sentir esa boquita recorrer mi pn erecto
433,"@AlejVillalobos no imagines, hay varios live action desde hace más de 10 años"
434,Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi
435,"Amis @EzioOlivaFans, el Sáb. estaré en Chimbote x chamba y quiero saber si el chinito bello cantará en evento o privado, para ir"
436,"@IsAlessandra Ale! yo estoy con unos dolores horribles tipo regla jaja,es q paro de aquí para allá me es imposible, pero llevaré frutita."
437,@IvettlyOficial El descanso también es necesario.
438,Necesito que sea viernes para que paguen. Estoy en la miseria total
439,"BUen día ... Hoy será un miércoles pintado de crema y rojo. Vamos por esos 3 puntos , a dejar todo en la cancha #YdaleU @Universitario"
440,Y desde Suiza 🇨🇭Nadine desea que todos tengan un gran día Miércoles
441,@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.
442,Tu conectado y yo ni te comento porque se que no te aparezco y no lo veras @AbrahamMateoMus
443,@peruvianJKlover Que linda y grande que está Holly
444,@KatiaPalmaM Ricardo Arjona es increíble Katii me alegras las noches gracias por tu buen humor tkm
445,Extraño tener WiFi en las noches y no solo tener fb y wa gratis porque no hablo con nadie
446,Estoy tan cansada que no veré ninguna serie cuando llegue a casa
447,Necesito unas salchipapas ahora mismo
448,@HuaweiMobilePe porque mi equipo G8 se calienta demasiado y la bateria se baja rápido
449,Dios santo alexis me ha tenido casi llorando y ahora viene a calmarme ochenta vidas después este chico
450,"Lo imposible solo tarda un poco mas cada dia puede ser el comienzo de algo maravilloso, es el mañana que tanto t…"
451,"No necesito más, si estoy junto a mi familia. Eternamente agradecida con Ds"
452,Cuando te enamoras de cada flaca que pasa. Chimbote era chevere pero no me quirro ir de trujillo.
453,@nandoperu feliz día!! Pásala bonito en familia. Un abrazo fraterno
454,Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir
455,@Monilict justo hoy tengo la cena de fin de año del trabajo y vine en vestido
456,"Nunca esperes nada bueno de Nadie , es mas bonito vivir así."
457,#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas
458,JUAS ahora dicen que la paja se la van a hacer con Tracer y su novia. Porque siempre se puede caer más bajo aún ¿no?
459,Mi culpa por comentarle en primer lugar
460,Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo
461,"@luisenrique3365 Jeje. El @TuiteroCrema se perfila para periodista deportivo, pero si la atina le tendré más respeto desde ya."
462,@MrcdsEatWorld Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo
463,"@boombitxhes @gabs_saucedo Bueno cada quien con sus sentimientosss, yo si y demasiadooo"
464,@YurikitoKSP lo haz asustado al pobre
465,"No entiendo, hasta hace unos días te hablaba lindo, fresh y de la naaada cambian, y tú no hiciste nada #Kheeeeeeeeeé #SacandoConclusiones"
466,"@TheCR_MAN ¿Se refieren a cierto ínclito lanudo, no? Digo para poner a enfriar las mías."
467,Tumbes me trae buenos recuerdos
468,@atenea2guerrera exacto ! cuando te esperanzas en algo o alguien y no resulta terminas decepcionada
469,@fiorellaaah @siriuscarlos yo solamente me rio con la página de memes hoteleros porque son muy on point
470,"Perrita Pelusa, en Amazonas, perdió sus cachorros y adoptó (robó) dos gatitos recién nacidos para amamantarlos"
471,Justo hoy tenia que amanecer enfermo
472,hola chicos perdon por no subir videos estube en fermo pero ahora no y a ya subi uno mirenlo
473,Oye si sobretodo eso de trabajar duro! 2017 se viene con grandes cosas! Porque siempre…
474,"Que se te pierda el DNI justo a días de viajar, horrible, la verdad"
475,"Es cuestión de actitud, de perspectiva y circunstancias. Así que buena cara a los momentos malos"
476,Tal parece que murió el embajador ruso en Turquía Violencia engendra violencia: Juan Pablo II
477,"Mi jefe, siendo un inútil en momentos en los que se necesita una segunda opinión desde que ingresé a este lugar"
478,"Hola Jefecito @CarlosJRubiofm ya conectada quisiera escuchar ""Simplemente tu"" y ""no podras"" de Cristian Castro @Fansdelaradio"
479,Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen
480,@verdesrosas receta médica? Full pepas y descanso
481,"#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba"
482,@Pao_vales no tiene nada de malo ser coquetos
483,Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.
484,"→ ¡Ya lo sabes, sigue a @Sedapal en sus Redes Sociales! Excelente semana para todos"
485,"El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular"
486,La final de @YoSoy_Peru esta esta muy interesante
487,Rodrigo es malo me deja sola una semana
488,@YoSoy_Peru la imitadora de Anita Santibañez canta igualito a la original viendo la Final
489,"@Ricardo_Arjona saludos desde Perú gano tu imitador , me encanta tus canciones"
490,Ya ni voy a hacer bromas weon porque si yo hubiese leído eso durante la salida de Zayn me hubiese empezado llorado y todo que triste
491,@JKsSpicyLatina Espero que la hayas pasado lindo
492,Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio #muerodesueño
493,"Por que saben, con ella es la única persona que llegaba a la u y empezaba a hablar de 5h y yo 1D"
494,"Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe"
495,_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*
496,@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️
497,Shey esta yendo al canal seguro para El gran show y no veré cuentan todos bitches.
498,"Hoy tocan los Fabulosos Cadillacs, SUM 41, Papa Roach, Gondwana, Simple Plan y como 20 bandas masny no estoy ahi"
499,"Que me responda con un ''OK'', es signo patognomónico de que se molestó."
500,Lo unico Navideño que hay en mi casa son las luces del módem
501,@DiceDiego1 @LopRock Soy un esclavo de fines de semana
502,Nicole choteando idiotas desde tiempos inmemorables!
503,Bailaste hermoso @EmiliaDrago gracias por el apoyo a @FiorellaCayo1
504,@YurikitoKSP tengo una amiga que dibuja genial.... s necesitas te paso su nombre
505,"@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor"
506,"Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo"
507,"@MoisesDelgadoG Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes"
508,"Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño"
509,"@DiceDiego1 @LopRock Ohhh ño ño ño ... Es el costo de trabajar estable. Pre quema? Jajajaja yara, me apunto para la quema más seguro"
510,@latiachuchi pero yo las saludo porque las estimo asi me crean perro
511,Ya estuviera re descontrolado jajajajja
512,Todos sufriendo por el vivoxelron
513,Con esto de la marcha del orgullo heterosexual ya no sé si puedo comer conchitas en la cebichería
514,Una pizza. Una conversación amena. Amigos. Buena noche
515,"@JulianZucchi esa palabra es de Yaco , asi le decia a Patricio y yo creo que el no es el mejor personalmente"
516,"@AlvaMendz tú no más, los otros dos años anteriores yo ya chambeaba saliendo de la u no más"
517,"@JacoboCisneros es Joda, tranquilo un chico tan simpático como tu no debería molestarse sonrie o envejeceras !"
518,"@ron_quintanilla @belecastillo jajajaja cual domingo ohhh, estos últimos días me han elotado"
519,"@Combate_ATV impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo....."
520,@ron_quintanilla @belecastillo jajajaja cuando? Estoy súper full
521,"@TrujiYo @reporteropro al menos ya va ir preso, el tuyo sigue feliz de la vida plagiando textos"
522,"@GianeRaffo14 hola, te contamos que el incidente que tuvimos con el aspersor ya se solucionó ¡Te esperamos pronto!"
523,"Odio el internado de la Agraria, hace que no se conecte"
524,"No es feriado el 26 de dic ni el 2 de enero, entonces mremod fútbol sábado y domingo"
525,Ahora mismo quisiera estar echada en la banca de Pisco. De esta forma podría observar el cielo
526,Eso de que vas al cine y tienes la mala suerte de ver a un ex con una tipa horrorosa!
527,"Yo veía #VBQ por Dani y Pamela, normal que maten a mi otp. Siempre me pasa jajhshdga"
528,Extraño que me hable y me alegre con sus canciones
529,hoy dia fue un di de genial y de compartir con los niños
530,A estas horas la Av Javier prado libre #salgantodos
531,Gracias a todos por regalarme sus comentarios a mi columna de hoy. Invaluable obsequio para mí.
532,Se acaba un año muy productivo en memes
533,@chepibolaa ya no puedo tomar - cero alcohol- ayer estuve internada en la clínica como 6 horas.
534,#MeDicenLindoPor mis grandes ojos con pestañas súper pobladas
535,@CaELiKe Que bueno Caeli. Pronto te vas a sentir mucho mejor.
536,"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar"
537,@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please
538,"@IvettlyOficial Que alegría, que bueno, me alegra escuchar(leer) eso."
539,@sparkielaurenz esta como diciendo.. Dejemne libreee mrdass!! #jiji #sigotriste
540,@VGardini25 estoy indignada @ximena_casanova yo solo quería ver Hannah Montana
541,@ximena_casanova @VGardini25 yo tambieen SIGUE CON EL PACHECO OYE
542,"#MePasóPorPavazo @MananaMaldita Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @Marcuilas"
543,Nuevo día..!! Sólo seguir para adelante que más da...
544,"Fui sincera, supongo que está bien"
545,"Ya viene el niñito jugando entre flores, y los pajaritos de cantan amores"
546,"Ser valiente no consiste en no sentir miedo, sino en sentirlo y aún así continuar adelante."
547,"y @SheyJacobo hacia gestos para yo no voltear y oh sorpresa con quien me encuentro , me encontre a tu nuevo amigui @skparedes"
548,@LuciaLu26 mi mamá me pasó la misma foto y me dijo exactamente lo mismo
549,"puxa, @abocajarroperu como te pasea @JorgeDCG? alli si no eres inquisidor!"
550,"#NavidadenMamáVictoria En la mañana en el tren, en la tarde en el metropolitano #Regalos #Panetón #Niñ@s #CasaHogar #GranMiércoles"
551,Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo
552,@AlejoIgoa la divaza te tiene cansado toda la noche no te deja dormir
553,@zabdilandia no hagan caso yo las conozco y ustedes no son asi
554,".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas"
555,El viernes dejo de ver a muchas personas por un buen tiempo y ah la
556,Igual no iré porque estoy más ajustado
557,No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía
558,@YurikitoKSP que bien yuriko. Felicidades
559,"Eso de comerme todo solo por navidad y año nuevo es mentira, porque paro comiendo todo el año"
560,"@MrcdsEatWorld Jaja yo mismo estoy diciendo pues. Pa mañana lo tengo listo. Y sí tengo, pero a veces no quisiera tener #LuzClarito"
561,lo mismo pasaremos con Angie y SR
562,se supone que ya grabaron para mañana no? entonces ya saben quien sera eliminado y por sus caras tal vez sea guerrero
563,un hermoso recuerdo junto a ustedes #CarmenandDialina
564,La luna está hermosa y justo salí sin celular ptmr
565,@zombiepolares ten cuidadoo a mi mamá le clonaron la tarjeta hace un par de días
566,@NoticiasCNCO ya conozco a 3 pero Erick que es mi favorito no y Joel
567,"@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr"
568,Amigas normales? Eso que es? Las mias son unas locas toditas *-*
569,"- Hola insomnio, cómo estás? - echale la culpa a la comida - ok"
570,Una breve reseña de quien soy realmente.
571,es genial estar incomunicada y desconectada del mundo a veces
572,"Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido"
573,@NoticiasCNCO yo solo sere #CNCOwner pero cada quien su opinion
574,Jajajja recién. Me acuerdoo que ayer me metieron un galletaso jajaja
575,@VivianDeLaCruzz me pasa exactamente lo mismo
576,"@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo)."
577,@mario_hart @NicolaPorcella ese punto no afecto nada igual a Diana se le perdono varias faltas como saltarse los escalones.
578,"@rossangelch Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips."
