|Content|Sentiment
102|Querer alguien que no te quiere es como intentar volar con un ala rota. ..................................|N
103| Haces un update con tu pata de intercambio. Te pregunta, entre otras cosas, por tu vida amorosa. Suena   brillas   de León Larregui. |NONE
104|@mangoypalta abrazo sororoso nos encontraremos|P
105|Siempre ando metida en google buscando imágenes lindas  si me encanta. de lo que sea me gustaría que sean solo para mi pero no se puede|NONE
106|y ale le dijo otra vez que estaban ocupados pero más calmada y recién lo capto y se fue. Al final nadie se sentó en esos sitios|NONE
107|A esta ciudad la siento más propia cuando está la gente que quiero. Ni tenemos 25 y ya nos agarro la ola migratoria de amig|N
108|quiero ver las muñecas de la mafia,pero tengo que terminar mi examen y mañana tengo que hacer mi estúpido vídeo para el parcial y|N
109|No, no soy pilato me refiero a que siempre ando con mis toallas humedad o yo siento que por mis manos la energía positiva entra a mi|NONE
110|Bob Dylan siempre ha sido un gran poeta Siempre lo dije. Siempre lo pensé. Sigo emocionada ¡Los tiempos están cambiando!|P
111|Mis buenas intensiones se fueron a la M cuando descubro que no tengo pegamento y el plano no entra en la base  Entrega 9:00 AM|N
112|Cuando estas bien con DIOS el enemigo te pone incapie en el camino, pero yo no tengo miedo por que mi FÉ esta en DIOS.|P
113|Nivel de inglés Sra @chechechacon ? Alto. Traduzca juguete. Toy. Úselo en una oración. Toy triste. Awww, vengache pa' acá|P
114|Dios guarda para mi lo mejor por que mi fe en el siempre perdurara por la eternidad. Quien busca encuentra y no se conforma con poco.|P
115|@LylaBliggie jajajajaja, ¡qué linda! Yo también me puse re feliz cuando me enteré, nos dejan un álbum antes que TOP se vaya al servicio|NONE
116|No muchas cosas me han hecho tan feliz en estos días como darme cuenta que todo Ape in pink marble de Devendra Banhart está en spotify.|P
117|ah ya entiendo por que tanta rabia se entero que su papá quiere que trabaje con el jajaja que culpa tengo de ser una buena opción|NONE
118|@emarlyworld feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!|P
119|Y ahora, volvamos a la realidad... ¡ay Venezuela! Como me has hecho llorar desde lejos... con que tristeza digo que yo soy venezolano.|N
120|Bueno pues ya decidí que iré a Meneo para Halloween y me invitan al día siguiente a 3 master class en el gimnasio a partir de 10 am|NONE
121|sinceramente nunca me consideré belieber porque no es mi ídolo, pero sí, me encanta como artista y me sé toooodas sus canciones|P
122|No sé qué onda con spotify que ya llevo escuchando medio disco de serge y no me sale ninguna publicidad. Cómo engatuzan a l pobres|NEU
123|Mi mejor amigo me quiere revender un cupón para un fds en un Hotel en Chincha. Qué, voy sola o qué? te pasaste de pendejo @Renzo_Ariza|N
124|Bien Rafael, go ahead, no rscuches a los minusvalidos mentales red tomatoes, con climper y elmer cuba haran buen equipo!!!|P
125|No se por que bueno es bueno poner buena cara cuando estas sufriendo o no puedes con algo mirar al espacio nomas y acordarse de DIOS|NEU
126|@maliux justo vi en Ig que lo tenías y te quería preguntar. Cuando lo hagas, espero el review! Y sí, yo tb tengo varios pendientes|NONE
127|Mi vida cada día esta mejor, para mi gusto pero para molestia de muchos, lastima xq no debería molestarte lo que a otros los hace feliz|NEU
128|Hoy vi unas florecitas muy hermosas color lavanda !!! Y no pude recogerlas porque iba en el carro QUE IMPOTENCIA !!!!|N
129|No sé porqué pero ya no me cae para nada, es más me da asquito y antes éramos amigas, aunque creo que ni eso consideraba ella|N
130|Qué es el amor decían; pues la respuesta está a quien le preguntas. Todos aman, no con la misma intensidad ni las mismas cosas.|NONE
131|@malditaternura pero hasta ahora se lava la ropa así para q quede blanca eso lo sabemos a los q nos enseñaron a lavar bien, gracias mami|NONE
132|Sanguchitos, cafecito calientito y maraton de peliculitas de #Saw... Yo tambien me llamo Perú. Asi o mas tranqui??? Dulce o Truco???|NONE
133|Hoy mejoré un poquito, para alguien que no hace deporte hace como 1 año, hacer 4K luego de 1 semana de empezar esta bien creo.|P
134|@fioteca Sí, no sé por qué no me caía para nada que Taylor esté con Ryan y el supuesto activismo de Summer. Extrañaba a Marissa.|NONE
135|- Todo lo que quiero por navidad eres tú. - Enserio? - La verdad quiero un iPhone 7 Pero como eres gratis que se puede hacer|NONE
136|Uds locas por sun and moon me dieron ganas de jugar, pero hablan de stats y huevadas que ni idea. Yo feliz atrapando y combatiendo nomas|NEU
137|@FChavezCabrera Lo leí y pensé en ti Quisiera ser una hormiguita y trepar por tu balcón para decirte al oído:guapo,bonito y bombón.|P
138|Le digo a mi gordo que pensaba irme de rumba y que me cancelaron a última hora. Y me dice que tomará un taxi lo amo!|P
139|Mamá haciendo limpieza  Esto no sirve, esto botalo, etc. Máááá son mis peluches , ya estás grande, acá no hay bebes!|NONE
140|@yanac0895 recordando los viejos tiempos|NONE
141|@ContactoRioRoma @YouTube lo mismo opino contactito|NONE
142|A veces tengo ganas de joder y joder por fb, luego recuerdo que ya soy profesional y debo parecer normal, así que se me pasa|NONE
143|@Melapplezz Ven para aca. -te abrazo fuerte- Se que no estoy fisicamente pero si estuviera haria de todo para que dejaras de sentirte mal|P
144|@AnimeMariana jajaa Pos yo igual queria verte cantar!!! :'''v Hubiera estado lindo. Pero pos creo que lo de 50 cosas seria algo genial|P
145|   Contigo porque me matas y ahora sin ti ya no vivo   -->Tal cual! Te mereces todo lo que has conseguido y conseguirás @AbrahamMateoMus |N
146|Por gusto redacté un testamento para que Ale se lo publique a Steven ... Gracias Perú, me dejaste misio y encima Ale no publica nada|N
147|@lghostfive ¿estás bien o estás ahí por alguien más? lo que sea que fuese, espero de todo corazón que no sea nada grave del todo|P
148|Bueno hoy fui a almorzar a Nanay con otras 3 dras xq la capacitación mal organizada no nos dió almuerzo y encima nos mandan a comer 2pm|N
149|Bueno, mañana es mi examen final de física, el que apruebe determinará si me graduo o no, desenme suerte y enciendan una velita pls|NONE
150|Sigamos siendo felices felices felices|P
151|hay un monton pituelistas en mi inicio q piensan todo lo contrario a mi y no me pongo densa a comentarle todos sus twitts|NEU
152|El próximo ministro de defensa tiene prohibido mostrar el cañón y las granadas, debe tener un corazón frío a prueba de balas y poemas|NONE
153|@Smilue TE AMOOOOOO CSM A LA FI,y la verdad que eres la única que soporto de las amigas de tú sabes quien jeje|P
154|Nunca voy a entender porque se fueron a eeg... El verdadero combate peru se fue ahi no se porque! TE VEO Y ME PICA VICICONTE|N
155|1 de diciembre y la gente tiene una sonrisa en la cara no se si es por el estrés del mes pero igual tienen una sonrisa. #felizdía|NONE
156|Tod@s piensan que los he bloqueado de wtpp pq no pueden ver mi estado ni foto jaja amiguit@s estoy en finales 0 distracciones,lo chento|NONE
157|No hay una sola libreta que esté terminando y que tenga que poner el comentario final y no llore. Voy a extrañar demasaido mi clase|N
158|@Huargo1 me regalaron la mediana|NONE
159|uno sale re feliz de la prepa y de pronto se encuentra con el trafico del mal y no hay cuando llegue a casa|N
160|Unos sufren por amor, otro por idiotas, otros(me incluyo) sufren porque se acerca fin de año y no hay dinero para viajar|NONE
161|@musadorada jajaja si claro normal|NONE
162|@davidernestoz yo te veo bonito|P
163|Bueno mi mama se quedo en casa acompañándolos, y bueno ella quiere ver Gisela, lo que tu desees madre! #nojuergahoy|P
164|rama diciendo q mica se quede alla, tranqui q nosotros tambien queremos q se quede para q no este con hipocritas como vos @ramironayar|N
165|Yo quiero una rosa eterna|NEU
166|#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @Tondero hasta hoy. Lo cual no será decir mucho, pero es lo que es|P
167|@CristhianRS ¿? ¿Cuál tema? ¿Cuál manejo? ¿Por qué malísimo? Bueno, si así descalificas a El País, mejor ni discuto contigo. Bs tardes|N
168|Pensé que este día no podía empeorar más y ahora Sali me dice que sus finales acaban un día antes de que me vaya|N
169|@omarvch @plazavea yo hace un momento literal|NEU
170|Mi novio me quiere llevar a una fiesta y yo no quiero, el si es muy dependiente de mi a todos lados quiere ir conmigo #vesolosi|N
171|#felizcumplemichi pasala bien con tus seres queridos exitos en todo en lo k te propongas y exitos en #Bioquimica tambien ) si se puede|P
172|Estamos en #RealPlazaPucallpa junto a @jazminpinedo #FelizmenteEsNavidad|NONE
173|En una nueva aventura; aprendiendo a aprender el área de Educación física, en un enfoque por competencias.|P
174|En la vet pq Aslitan está enfermito ...Hay una Sra. que está llorando pq a su perrito lo están operando|N
175|...Yo solo googleaba y leía posts de Taringa, entraba a un Youtube diferente al de hoy.Y Gracias a todo eso hoy soy como soy @microbox6|NEU
176|@CJSuasnabar soy el perro asesinado|N
177|Empezamos con los 3 dias de festejos x mi cumple la noche promete..es q cumplir estos años bien vividos hay q celebrarlos como se debe|NONE
178|@primerafuente1 q increíble, esas historias!!!siempre recibir los favores y sobre de un mismo lugar no? Dar el rhe a un único instituto.|P
179|Típico: Te levantas de noche para ir al baño y corres lo más veloz que puedes para que el fantasma no te alcance|NONE
180|No puedo creer que en unas horas sere egresada!!! 21 años,2 carreras,estudios en europa,excelente trabajo Gracias Dios!|P
181|No #SoyUnicoPorque mi DNI dice que hay 5 personas que se llaman igual okno . Soy único porque soy como soy con mis errores y virtudes|NONE
182|Quiero que sepas que desde el fondo de mi corazón, me importa una mrda lo que pienses de mí|N
183| Entran a la oficina y dicen   Sólo les voy a pagar a las que no vienen con escotes pronunciados  . |NEU
184|@ceciliablume @fzavalal SÍ, me gusta, qué creativo!. Aquí otros aportes: CabildeaPE, DesregulaPE, SinconsultaPE... Seamos integrales PE !|P
185| @mamutida @Malfitan0 ¡gracias por el saludo! Jonasito está calentando la voz para entonar el   feliz cumpleaños   a lo Wagner |P
186|Se viene algo bueno #Navidad #Imelda #Tronconavideño #Fresas #frambuesas #blueberries @ Imelda|P
187|@cracks_oficial bueno felicidades por el millon de crack que hay en el canal !! soy un suscriptor ya un poco antiguo a por mas DE PERU|P
188|@YamileUc pos yo no sabia pensamos que ya se habían ido pero luis vio el mensaje y corrio jaja y yo ni podia seguirle el paso ja|NONE
189|Bueno yo puse todo de mi parte, paso siguiente: descartar lo pensado. Después que no me salga con que no lo intente. Bless|NEU
190|No es bonito tener que leer 3 capítulos de fármaco para tu pasito, luego leer inmuno para ener y finalmente terminar tu trabajo final|N
191|@efecuadros Yo soy tu sangre mi viejo, yooo, soy tu silencio y tu tiempo. Esta canción la cantaba todos los días de chiquita!|NONE
192|@HelpDmsOfIdois uno con tyler posey porfavor|NONE
193|@WilssONLY jajajaa sii, aunque acabo en un año comunica y convalido mis 3 años de derecho, sumado a los electicos que iré llevando|NONE
194|Era un señor de edad y eso. Y pues, es entendible. Pero que feo y difícil debe ser vivir eso|N
195|aveces la vida nos sorprende , con buenas cosas y malas cosas pero a mi me esta sorprendiendo con lo que mas quiero|NONE
196|#ElPeorAmigoSecretoEs el que le dice a todos quien es su amigo secreto o el que te regala un caramelo diminuto que venció hace 2 meses|N
197|Bueno, Yixing tuvo pocas líneas como siempre, pero no voy a andar de pesada. Al menos no esta vez|NONE
198|Mamá! No más paneton! No ves que ya he bajado como 8 kilos quieres que los suba en dos días?|N
199|@PaIestina @CDPalestinoSADP @arayamas @mauroabughosh @palestinalibre quiero un polo así|NONE
200|Que mensajito alentador me mandaron|NONE
201|Ptmr hoy se presenta trébol clan y recuerdo que en gotica se presentó y fue la última vez que lo vi y hice mi cagada claro|N
202|Es raro que le sigan dando like a mi comentarios de octubre, pero me recuerda por qué lo puse|NEU
203|No te diré porque duele tanto sé que no quieres saber lo que pienso ni lo que diré ni mis motivos Tu eres realmente bueno para mi|NEU
204|Yo dije que ayer no debí salir pero es que AGGGGG matenme solol soy un ser humano pero esta vez sí LA cague BIEN feo|N
205|Ayer mi profe me ubicó y fue genial hablar de tantos proyectos, en verdad de la nada nos encontramos con personas que nos motivan|P
206|Todo pudo ser tan bonito|N
207|Hoy es feriado y el trafico será menos, igual o mayor en Lima, allá vamos con Fe|NEU
208|Tengo conocidos y familiares que votaron por #Keiko, pero en estos 5 meses la mayoría siente que cometió un error, lo cual me alegra|NONE
209|Yo quiero una familia así #ModernFamily|NEU
210|Mi bebé primero reniega porque tiene hambre, y cuando ya comió un montón, reniega porque está muy llena. La más linda es|P
211|Estoy con todos los sentimientos, odio las despedidas y hoy estaré muy emocional. Con fe mi último día aquí y nuevos retos por venir|NEU
212|Por esos amigos que les dices que estas triste y ya te están planeando las salidas hasta los viajes a futuro con ellos Como los quiero|P
213|@LinkinParkPeru sería genial...Tengo q ir cotizando mis órganos por q si es cierto voy si o si, queda sentenciado! #LinkinParkenPeru2017|P
214|+ a veces se la pedía prestado se molestó y me la vendió para que no la joda. Ahora ella es la que más la usa|NONE
215|Dar gracias y reconocer todo lo que tenemos es el primer paso para tener una vida de plenitud y llena de felicidad. Todo lo demás llegará|NONE
216|@magdyelugaz q lindo verte llevando la alegria a las familias y niños en esas fiestas, espero que la pases lindo amiga Te deseo lo mejor|P
217|Waze renunció a ser guía en le trafico limeño, le llego y se arrancó, Lima y su trafico del mal jaja|NEU
218|Que ganas de estrellar un ladrillo en la cabeza de mi jefe, tirar la puta computadora por la ventana y quemar el lugar|N
219| Hoy todos en la oficina se han burlado porque le he pedido a mi amigos secreto #PokemonMoon, me siento   buliado   |N
220|@monicaventas hola Monica, tus libros (versión papel) se venden en Perú? Lo tenemos que dar como lectura obligada a nuestros vendedores|NONE
221|@PonyGaJr si algo a si parecia, eso fue raro .__. pero es un video, igual sabemos ellos dos estan juntitos y estan bien|NEU
222|Estoy segura que esta fue mi última entrevista a Jaime Saavedra como ministro de Educación. Vamos a perder un gran ministro.|N
223|.@Taxibeat_Lima hola, envié un correo debido a que mi usuario está supendido. Quisiera me ayuden con el inconveniente. Gracias|NONE
224|@SoyCaracola si lugar de incalculables arrochadas|N
225|Después de 10 años, los Cantantes Sin Futuro volvieron a tocar juntos en Arequipa y yo en Lima Maldita sea|N
226|@elsacasas no lo aprendes ni en el cole, ni en la universidad ni haciendo 100 posgrados. O naces o no. Es congénito|NONE
227|Este mes es muy difícil 1er año de fallecida de mi sobrina cumpleaños de mi Madre y mi hermana|N
228|fue algo parecido al amor|NONE
229|La luna de nuevo #cielodespejado #smp|NONE
230|@AnaBelenDoll lo pasaron lindo ayer?|NONE
231|Sigamos siendo felices felices felices|P
232|Dibujé a Chikorita (mi pokemon fav) y lo malogré con 'mi técnica de pintar con acuarelas'...tmr!|NONE
233|Despertar con la noticia de esta terrible tragedia . Dios los tenga en su gloria campeones , sabiduría y resignación para las familias|N
234|Lo bueno de salir temprano es que puedo almorzar en mi casa, o sea, comida de verdad|P
235|Al principio me dolió ese corazón azul, luego recordé cómo era y que no tiene bandera y se me pasó|P
236|@musadorada a tu PI? Pues asumo que si. Será tipo conferencia y te daremos certificado. Pasame tu nombre completo|NEU
237| recuerdo que hace 20 kilos decía   csm, quiero engordar   20 kilos después me quedé sin shorts + pantalones quiero ser flaco otra vez |NONE
238|Qué bonito es entrar a tu correo y que dos empresas, al mismo tiempo, te confirmen un fuerte auspicio|P
239|@2820gchu maldito ataque de ansiedad tampoco lo soporto, es por eso que los dramas en emisión me hacen sufrir horrores|N
240|Queda claro que yo solo vivo para viajar~ No necesito casas ni propiedades, solo necesito boletos de avión y mi mapita|NONE
241|Un sentimiento y sensación hermosa que disfruto segundo a segundo con ganas enormes de abrazarte sin morbo ni nada, solo algo tan puro.|P
242|@IvettlyOficial Yo igual, recuerdo que siempre te estaré apoyando en todo, a pesar de la distancia, siempre estaré aquí.|P
243|Gente tuitera, en Cantagallo hace falta voluntarios y donación de pañales, útiles de aseo, leche, frazadas. Sean buenos y si pueden vayan|NONE
244|@richie2492 jajaja claro como olvidarlo!ay ya quisiera pero llego a mi casa a las 10 11pm por mis clases y no puedo ni siquiera ver nada|NONE
245|#CuandoTengoPlata lo gasto todo muy rápido|NONE
246| Si tu día esta amargo   pues dale una movida   aveces el azúcar esta en el fondo. |NEU
247|@karim0603 jajajaja... yo no insulto a nadie, ni bloqueo... yo me comporto en el Twitter como en mi vida normal...|NEU
248|Extraño las clases de biblia del Pastor Manzanares y sus no tareas , aún no supero que se haya ido|N
249|@edelacr7 Ely todo bien? no se nada de ti u.u tengo número nuevo! >.;|NONE
250|La fotografía es el medio que te permite reflejar las emociones y conocer a maravillosas personas. Tenlo siempre presente amigo|NONE
251|Fue muy bonito postular para el CEUP, hacer cosas que nunca pensé que podía en cortísimo tiempo, de hecho me enseñó a organizarme. #feliz|P
252| quiere ser tu luz del día y tu descontrol en la noche mas fría #FanaticaConElTalento sonando @pabloalboran   la escalera   @CarlosJRubiofm |NONE
253|Hasta las últimas consecuecias #Abrahamers #Lealtad|NEU
254|Gente juerguera de tuiter (?) algún lugar recomendable donde pongan reggaeton de la old school por la Lima? Si saben recomiéndeme porfa|NONE
255|@ldpilarevolledo tolerancia pilu, tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky|NEU
256|@eunhyukeeprince por eso yo también tengo mis bias.. y apoyo a los demás pero la mayoría del fandom no y pos..|NEU
257|@eunhyukeeprince no te preocupes ^^ como dije...ELF puede hacer lo que quiera, a mi solo me importa SJ|NEU
258|¡HEY TÚ AMANTE DEL HIP HOP! #enmedios te trae lo mejor Entrevista a Paolo Casaña , nuestro #rapero del día .|NONE
259|@lauritasole Yo una vez le dibujé unos corazones a mi profe de inglés en el examen final. Igual me jaló|NONE
260|Taaaanto que se mueren por saber de mi, vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda|N
261|Por fin río, caray. Después de lo de ayer, pensé que me iba a deprimir, pero hoy estoy feliz|P
262|El mejor regalo de hoy, aparte de mucha comida, Ganó Perú..!!! #VamosPerú #10/11|P
263|@unforesto @YurikitoKSP lo dice para hacernos sentir mejor u.u jaja...Pero bueno eres más joven tienes mucho por ver y hacer . Éxitos!|NEU
264|@mario_hart de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo|NEU
265|Si solo votaran los #millenials, no habría #Brexit, Rajoy no hubiese sido reelecto, y se habría firmado el Acuerdo de Paz en Colombia.|NEU
266|@popstitude nadie quiere escuchar tu (horrible) música. Deberías respetar el área común. (Imbesil) super polite!|N
267|Comenzando mal la semana enfermandome|N
268|@SibylCollantes me dejo pensando tu twitt|NONE
269|Los días pasan y cada salida es tan genial a tu lado Eres lo máximo y lo mejor que me ha pasado este año.|P
270|No se con qué rayos pintan la señaletica de las pistas, pero mi cuarto apesta a esa huevada|N
271| Cada vez que escucho   Instituciones   de Sui Generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti |P
272|Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista, Aimee era más para #LaBanda|P
273|Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud|NONE
274|Lo que se enojó cuando le dije que me iva a ir a pachanga :v jajajajajaja lindo amiguito resultó ser|N
275|No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora, donde todo es posible|NEU
276|@mchl1782 @SalitaSin @CharitoObando Mas bien, penoso desconocimiento diversas realidades del Perú. Ahora anda preocupada x el clásico(!?)|N
277|El segundo video del Otaku Fest está a un 60% (?) ;_; Espero esté listo para el día lunes|N
278|Papá:Yo quería ir al clásico contigo nena,pero el domingo juego 3:30pm y otra vez no me verás. Yo: Ay noooo papi|NEU
279|@Yeesus_ @laMaquinaPeru @CSerranoTV ya no es lo mismo|N
280|Cómo todo los VIERNES siempre esperando @Rapperground RAP en la radio a la media noche 12:00am vía los 102.7 FM radio filarmónia yeahh|P
281|Este es el único día del año en el que me muero de ganas por salir a una disco y no tengo con quién|N
282|Que día mas agotador.... conferencia laboratorio y clase sin parar y para cerrar el día..... mañana tengo clases full day yeeee!|N
283|Tan desesperado que hasta stalkea|N
284|Gracias canal 35 por la entrevista que hice de #Wake estoy muy contenta, que mañana me voy por muchos piscos jaja|NONE
285|@tenyexrsgone A mi me jode bastante eso créeme, y mas aun que de acá ni del hotel salieran, no se porque siempre lo mismo|N
286|@IvettlyOficial Gracias a ti por todo, por el cariño que brindas a tus seguidores, por ser tan buena, por ser como eres simplemente.|P
287|Ese momento en ronque agarras el sueño profundo y te despiertan de la peor forma .... Que maldad|N
288|Creo que es la primera vez que no me deprimo por la fecha de mi cumple, esta vez la preocupación por mi sustenta le ganó|N
289|creo que ambos nos seguimos leyendo pues bueno espero estés bien y poder conversar en algún momento éxitos en todo y vibras|P
290|Amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso ... no te estoy gileando, ni quiero algo contigo, sí?|NONE
291|Antes el Matsuri era gratis despues subio a 10S/. Ahora 20S/ y ahora es limitado Ya nada sera como antes...|N
292|Y uno que pensaba que no había que hacer, inicio a realizar mi escalonado y mil horas para terminar|NONE
293|@cineplanet hola, me gustaría saber si van a estrenar en Piura la chica del tren, espero su gentil respuesta, gracias.|NONE
294|@ElMiyashiro @elguilledice @angelabandonado @perudirector @recomienda_pe @Andresilvachuy Ya vere tu peliii exitos|P
295|@odiomistweets No puede ser, eso me está pasando en estos momentos, hace rato estaba good happy y ahora solo i cry|N
296|@MarifeCastroR si que bueno les gusto eso buscamos que las personas les guste la interpretación y cosplay muchas gracias a ti|P
297|@LuzuGames @LuzuVlogs @HelloImLana yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2, blanca y negra|NONE
298|Ptm, en serio Rafael se pasa!! En fin, mejor no me meto en ese asunto|NEU
299| ¡Gran ejemplo a seguir Lennon! inspiradora eeriencia   De agilista a empresario #devHangout con @lshimokawa @devacademyla   |P
300|Es bueno aclarar las cosas|NONE
301|@neohelden ¿En serio?? Ignoras por convicción, esa es una ;lo de intereses de universidades se ha dicho hasta el cansancio.|N
302|Por Navidad que tus huelepedos te regalen agüita de azahar, cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter.|N
303|Que huevada es trabajar feriado|N
304|Yo también podría subir las fotos de mis comidas y juguitos fit, mi rutina en el gym but ¿Cúal es el fin? #genteposera #FelizJueves|N
305|Ma, mira... - Qué? La Paca? Sí, cómo supiste? - Porque es lo único que haces.|NONE
306|@dane_ng A Ud. parece que sí, porque la educación que TODO MUNDO recibe por lo visto le choca de sobremanera.|N
307|@yamtst uuuuy más que feliz con eso, quiero ir a verte!!! Tengo mis últimas vacaciones|P
308|Aquí con mi buen amigo 'Carl' de la película 'UP' Lo máximo!|P
309|@mikkielias estes donde estes quiero que sea feliz, y te quiero ver en la tv SAZÓN MICHELA VUELVE A|NONE
310|Viendo la que será de hecho una de las sorpresas del cine peruano del 2017. Nueva sangre para renovar nuestra filmografía nacional|P
311|Casi el 80% de los pobladores estamos mal ubicados, en un terremoto estiman 50 mil muertos en Lima|N
312|¡Feliz Nuevo Nacimiento! Un infinito GRACIAS por tu Presencia aqui. ¡Un Abrazo Enorme!. Alicia.|P
313|Hoy estaré en @RadioLaZonaFM en zona de Humor ups! De Amor 90.5 Fm solo para desearles Feliz Navidad y si quieren les doy una noche buena|NONE
314|Como se va ir @NeneElx276 el fue uno de los principales jugadores que nos dio la novena.|N
315|Saber que hay lugares y sueños infinitos por alcanzar este 2017..... Y empezar a planear como alcanzarlos yaaaaa|NONE
316|@claudiacisneros ...nada queda de ese Canal N que informaba la verdad cuando todos los medios estaban vendidos, que pena|N
317|Me contaron una historia rara de el significado del uso de anillos de oro, plata, en que dedo y todo... pero lo he olvidado|NONE
318|Lo bonito de esta madrugada fue terminar bailándole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo|NEU
319|@ArandaPuig lamentó si le parecí prepotente, pero simplemente respondí a su afirmaciones erróneas. Puede preguntar cuanto quiera.|NEU
320|Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici|P
321|Solo entré a tw a confirmar la noticia y de verdad fue lo peor! no paro de llorar|N
322|@204Danielle Extrañaremos mucho a Tamara, la mala mas buena vivirá siempre en nuestros corazones.|N
323|@ViviSantosP Nunca olvidaremos a Dulce y a Robi, 2 grandes androides con un corazón gigantesco.|NEU
324|@monich16 las que podrian llorar al verla aca son las feministas es medio brava la pela. Buenaza!|NEU
325|@_fersha_ rajado! Y es un hombre, eso me halaga más, lo compró todo él solito|P
326|@mariobautista_ te amo mucho ojalá lo supieras|P
327|Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien|P
328|@congresoperu @LuzSalgado_R Canastas de 920 soles para todo el Perú, eso serio bueno|NONE
329|Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas|P
330| @rathaly Falleció el perro de mi amigo   Pazuz   por eso lo recuerdo así. No me tires un zapato. Estoy tristita. |N
331|feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre #seguimosconfuerza|P
332|@GeMarines @FlacoRicardo19 que tal mama! Mi madre a veeeeeces cuando me ve cansada me prepara algo caliente, igual es linda|P
333|@IvettlyOficial Tú también eres muy bella, gracias por hacer cada día mas hermoso con tu sonrisa y tu forma de ser.|P
334|@CaELiKe Y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado Tabu.|NONE
335|Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial, tu esencia…|N
336|No creo el amor a primera vista, pero si el querer en la primera noche|NEU
337|Se acuerdan de la canción de la 83line y KangIn? La de Ferrari? Era buena|P
338|@JustBloomTeam Katy le dió like en instagram y en mis Rt hace dos días los vieron juntos|NEU
339|Los miércoles son lindos, quedarme en casa hasta las 10am me parece un lujo|P
340|@venezuelanita Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!|P
341|@unaese esperate que haga caja y te visito tengo planeado que mi 2017 sea un año bien viajero!|NONE
342|Aunque no me crean, yo quiero mucho a @zorrodeabajo y a @unaese. Como diría mi abuela, los montones amontonados. creanmee|NONE
343|Siempre se fugan los ex presidentes #Nadine|NEU
344|@RenzoMirandaQ JAJAJAJAJAJAJAJA ¿estás racista, Rosado? Blanquito y todo te acepto, así me discrimines por negra|NEU
345|@CaELiKe Que tengas un fantástico día Caeli|P
346|mis amiguitos drogos no me hablan|NONE
347|@corodario Hola Feliz Cumplee pasala genial al lado de tu familia y amigos!! espero me respondas pronto...|P
348|@cindy_k20 Es que conseguí una buena chamba hasta el 24 de diciembre y necesito el dinerus ¿Nos vemos después de esa fecha?|NONE
349|El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor|N
350|Extrañar es el peor sentimiento del mundo. Sientes como no puedes hacer nada por estar cerca de quien extrañas.|NONE
351|@LaliaB24 No podré concursar entonces y encima el proximo mes se vence mi suscripción al gimnasio.|N
352|Quiero un pan con salchicha huachana|NONE
353|me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ...ese speach lo dijo todo te sigo admirando|P
354|No es bonito estar sin celular|N
355|@vivianxhv se alejaron fue doloroso. Zayn dice que se habla poco con Liam. (El único)|N
356|Que horrible ser tan Celosa|N
357|estoy apunto de estar feliz pueden creer eso ? yo no !|P
358|Tener tantos días libre y esperar al último para hacer trabajos jajajaja|N
359|@lux_obrien jajaja enserio? a mi no me anda o bueno creo que no la se usar nose|NEU
360|Ojala pudiera devolver el tiempo, para verte de nuevo, para darte un abrazo y nunca soltarte . #IMissYou #MyAngel|N
361|@TatoGI cada cantante y canción nueva caray|NEU
362|Triste aburrido perdido sin saber q hacer solo quiero desaparecer para siempre a nadie le importara no encuentro otra salida...|N
363|Yo solo quiero que me engria|NEU
364|Gripe sal de este puerco trabajador|NONE
365|No puede ser! Los 2 @cineplanet de #Trujillo cerrados, yo quería ver @calichinlapeli @ElMiyashiro|N
366|Feliz día a todos mis amigos músicos y a todos los músicos en general. Pásanela bonito #Música #Rock #vida #felicidad|P
367|Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba|NEU
368|Creo que soy muy rencorosa|N
